,timestamp,latitude,longitude,elevation
82,1577218804.999,-27.71784083240413,-51.09886588543933,985.0175525977604
83,1577218805.999,-27.71784080403432,-51.09886581910522,984.9642337121028
84,1577218806.999,-27.717840771680763,-51.09886577733082,984.9357560122612
85,1577218807.999,-27.71784079544646,-51.0988656378941,984.8752973187378
86,1577218808.999,-27.717840671199923,-51.09886585243765,984.8946325053656
87,1577218809.999,-27.71784040430869,-51.09886586284238,984.8817552684624
88,1577218810.999,-27.7178401725632,-51.09886570776818,984.8497674189088
89,1577218811.999,-27.71784002448348,-51.09886556076867,984.7723416063028
90,1577218813.999,-27.71783984678035,-51.09886510691982,984.6336109675218
91,1577218814.999,-27.71783997059699,-51.09886489363392,984.5613249586262
92,1577218816.999,-27.71784001819514,-51.09886459464565,984.4843052780908
93,1577218817.999,-27.7178399991699,-51.09886451291015,984.4295875223852
94,1577218819.999,-27.71784003778512,-51.09886427179743,984.2021974561276
95,1577218820.999,-27.717839973152383,-51.098864114153045,984.164241577298
96,1577218821.999,-27.717840040196545,-51.09886383845637,984.099787357312
97,1577218822.999,-27.71784002497744,-51.09886354182292,984.0452559945596
98,1577218823.999,-27.71784002799775,-51.09886336769682,983.9859774105948
99,1577218824.999,-27.717839923457017,-51.09886333291647,983.91795214997
100,1577218825.999,-27.71783985362965,-51.098863123954445,983.8791157063362
101,1577218826.999,-27.71783995493088,-51.09886300922048,983.8117627749232
102,1577218827.999,-27.717839941334844,-51.09886294541193,983.7975303498984
103,1577218828.999,-27.717839930505004,-51.09886269281378,983.7488102866464
104,1577218829.999,-27.71783978271934,-51.098862532543336,983.7284803824148
105,1577218830.999,-27.71783980462641,-51.09886265157859,983.718154409893
106,1577218831.999,-27.71783986024886,-51.09886292250504,983.6922598771092
107,1577218832.999,-27.717839889497064,-51.0988629614804,983.6790540154004
108,1577218833.999,-27.717839840319293,-51.09886312870345,983.6575192321418
109,1577218834.999,-27.71784007322352,-51.09886323731013,983.643756719436
110,1577218835.999,-27.71783998167915,-51.09886327100977,983.6133424944284
111,1577218836.999,-27.717839951190115,-51.0988631243413,983.5941275918652
112,1577218837.999,-27.71783991324527,-51.09886318993344,983.5741012271708
113,1577218838.999,-27.717839822072747,-51.09886311535698,983.57485321319
114,1577218839.999,-27.717839917770213,-51.098863174154985,983.55646608956
115,1577218841.999,-27.717839938940035,-51.09886350318488,983.5945330462126
116,1577218842.999,-27.7178397788198,-51.09886348444947,983.626403074416
117,1577218844.999,-27.71783963070977,-51.09886373672222,983.6432430377256
118,1577218845.999,-27.717839750143288,-51.09886379680889,983.6485970052364
119,1577218846.999,-27.717839733798822,-51.09886384562269,983.6534825817394
120,1577218847.999,-27.71783986043928,-51.09886394370564,983.6790530128576
121,1577218848.999,-27.717839985207824,-51.0988640273111,983.6864837974274
122,1577218849.999,-27.71783997229145,-51.09886412269926,983.7053169504236
123,1577218850.999,-27.717839913425955,-51.09886403961286,983.7477103739006
124,1577218851.999,-27.717839965705927,-51.098864086642585,983.7482212190752
125,1577218852.999,-27.717840108377136,-51.09886418772841,983.7715979348676
126,1577218853.999,-27.717840207114893,-51.09886429074159,983.7713005853336
127,1577218854.999,-27.71784016476868,-51.09886413558969,983.748060213636
128,1577218855.999,-27.71784026339343,-51.0988641803196,983.7792688375664
129,1577218857.999,-27.717840223731343,-51.09886439937142,983.83052568297
130,1577218858.999,-27.7178402692034,-51.0988645202973,983.8850187592184
131,1577218859.999,-27.71784030242436,-51.098864599009325,983.9007629964402
132,1577218861.999,-27.717840288255413,-51.09886499272352,983.9263175914904
133,1577218862.999,-27.71784042768643,-51.09886509780076,983.939884982431
134,1577218863.999,-27.71784053339765,-51.09886530581168,983.94057603153
135,1577218865.999,-27.717840733852142,-51.09886510952015,983.967955478048
136,1577218866.999,-27.717840777981287,-51.09886509523957,983.979971092641
137,1577218868.999,-27.717840996280074,-51.09886519316176,983.9763248365318
138,1577218869.999,-27.71784113106678,-51.09886526988269,983.94156307531
139,1577218870.999,-27.71784124299888,-51.09886524781006,983.9573304778268
140,1577218872.999,-27.717841675439622,-51.098865695924246,983.9838514797444
141,1577218873.999,-27.71784163239481,-51.09886580621022,984.0300706560644
142,1577218874.999,-27.717841698870505,-51.09886575968997,984.0564712288736
143,1577218875.999,-27.717841739255928,-51.098865906173685,984.1071122959056
144,1577218876.999,-27.71784171407824,-51.09886586825243,984.122566925532
145,1577218878.999,-27.717841740945985,-51.09886586578758,984.1504746233076
146,1577218879.999,-27.71784175566687,-51.09886595033928,984.1784413559176
147,1577218881.999,-27.71784169333785,-51.09886610406635,984.2189513626604
148,1577218882.999,-27.71784159650324,-51.09886609835809,984.2193520774964
149,1577218884.999,-27.71784175810961,-51.09886588799158,984.2630619107302
150,1577218885.999,-27.71784168903692,-51.09886591286466,984.2627686192797
151,1577218887.999,-27.71784157287977,-51.0988658712078,984.2761120124112
152,1577218888.999,-27.71784152355098,-51.09886576488166,984.2648134605096
153,1577218889.999,-27.717841575571075,-51.09886577391322,984.2614825399828
154,1577218891.999,-27.71783976263333,-51.09887166735342,984.2922099193396
155,1577218892.999,-27.7178354218258,-51.09888299441113,984.2997273101064
156,1577218894.999,-27.71781048091972,-51.09891941236466,984.4010638788028
157,1577218895.999,-27.717787165786262,-51.098947091460026,984.4843581280154
158,1577218896.999,-27.717754810249826,-51.098984885597865,984.5037613164794
159,1577218898.999,-27.71768284723322,-51.09906709749122,984.7134965004044
160,1577218899.999,-27.71764420599544,-51.09911265822165,984.8775082352712
161,1577218901.999,-27.71752084451029,-51.09926332954821,985.3068661854064
162,1577218902.999,-27.717446812416465,-51.09935053958134,985.5163016348124
163,1577218904.999,-27.71729594998874,-51.0995205294457,986.0792166213628
164,1577218905.999,-27.71721721414891,-51.099608887127374,986.2733004026016
165,1577218906.999,-27.717137028128235,-51.09969958704809,986.5539012608853
166,1577218907.999,-27.71705329980618,-51.09979333886098,986.9200986591308
167,1577218910.999,-27.71677592210432,-51.10010285503152,987.755800918158
168,1577218911.999,-27.716672741017284,-51.100215138922174,988.1280077277996
169,1577218912.999,-27.716563369113683,-51.10032974980696,988.4822448851188
170,1577218913.999,-27.71645170829026,-51.10044297549864,988.8148428815656
171,1577218918.999,-27.715882071873544,-51.10097978201514,990.3473634062668
172,1577218919.999,-27.715758910889686,-51.10109038157465,990.7036431659852
173,1577218920.999,-27.715632454672225,-51.10120233436314,991.0862860339856
174,1577218921.999,-27.715503255263183,-51.101317318998056,991.4668139339424
175,1577218922.999,-27.715372130551653,-51.101433600356536,991.8399758200472
176,1577218923.999,-27.71523941326257,-51.10155184020363,992.2307043950096
177,1577218924.999,-27.71510464713028,-51.101670837324754,992.47351896753
178,1577218925.999,-27.71496841715425,-51.101791280831456,992.7810875433622
179,1577218926.999,-27.714830235543253,-51.10191298011875,993.02962672234
180,1577218927.999,-27.71469108906065,-51.1020371582057,993.2877016105924
181,1577218928.999,-27.7145535809342,-51.10216071199297,993.5363576439352
182,1577218929.999,-27.71441951936149,-51.10228272525044,993.8323935040236
183,1577218930.999,-27.714288806339564,-51.10240591724606,994.0466110245326
184,1577218931.999,-27.714158592875247,-51.102533650180064,994.3441493821044
185,1577218932.999,-27.71402839531376,-51.10266737683843,994.4920130844478
186,1577218933.999,-27.713898947052485,-51.10280825904048,994.7224257828722
187,1577218934.999,-27.71377133724727,-51.10295685708695,994.9759055563989
188,1577218935.999,-27.713645353587435,-51.10311353735305,995.1172954776232
189,1577218936.999,-27.713522735298632,-51.10327690143294,995.2214562933052
190,1577218937.999,-27.7134029615065,-51.10344696421028,995.3654495359636
191,1577218938.999,-27.71327735128833,-51.10361516937931,995.5421326032406
192,1577218939.999,-27.71316009301249,-51.10378901126512,995.6154182233726
193,1577218940.999,-27.713038613636616,-51.10396362518141,995.634030696857
194,1577218941.999,-27.71291463984605,-51.10414646167015,995.9037761543208
195,1577218942.999,-27.71279218177233,-51.104328747674366,995.9585860983086
196,1577218943.999,-27.712670327431216,-51.10451367121899,995.9535263817588
197,1577218944.999,-27.71254735176252,-51.10469987663559,995.4772853076742
198,1577218945.999,-27.7124231924148,-51.104891063137664,995.768913598505
199,1577218946.999,-27.71229536659618,-51.10508080883257,995.855099892576
200,1577218947.999,-27.71216488749321,-51.1052725860996,995.9746830440909
201,1577218948.999,-27.712032184420583,-51.105467348096695,995.8039796839204
202,1577218949.999,-27.71190045109444,-51.10566187679655,995.7418394410372
203,1577218950.999,-27.711767912369908,-51.10585751212695,995.8320283082026
204,1577218951.999,-27.71163440719113,-51.10605551961663,995.7809309911952
205,1577218952.999,-27.711500496025984,-51.10625508317987,995.5115583524316
206,1577218953.999,-27.711366025517133,-51.10645468804223,995.3147773621654
207,1577218954.999,-27.71123190690276,-51.1066538414329,995.0891726836708
208,1577218955.999,-27.71109963367946,-51.10684679424659,994.6444827716916
209,1577218956.999,-27.710967480690613,-51.10703591950296,994.2064309308824
210,1577218957.999,-27.7108324042643,-51.10721591375368,994.288239036526
211,1577218958.999,-27.71068858106172,-51.10739467691196,993.7759980857968
212,1577218959.999,-27.710543515167693,-51.107555324297465,993.1933803290126
213,1577218960.999,-27.7103903875681,-51.10770411943732,992.5370119610884
214,1577218961.999,-27.710227670945272,-51.10784012901462,991.8009248992636
215,1577218962.999,-27.710056066984297,-51.10796565581875,991.3240713612822
216,1577218963.999,-27.709873977176784,-51.10807553330127,990.4878203731556
217,1577218964.999,-27.70968844544364,-51.1081722275429,989.4382296082082
218,1577218965.999,-27.70949277844541,-51.10826392917193,988.1784933056218
219,1577218966.999,-27.70928704738509,-51.10833886012037,987.1056161900188
220,1577218967.999,-27.70907827810673,-51.108397119680674,985.7295308403895
221,1577218968.999,-27.708867334781825,-51.10843900918488,984.1296295480698
222,1577218969.999,-27.70865354533006,-51.10846475019781,982.4013299980026
223,1577218970.999,-27.70843873067609,-51.10848235365936,980.864323157358
224,1577218971.999,-27.70822295578965,-51.10849404452741,979.2172271802004
225,1577218972.999,-27.708006442084937,-51.108513749590266,977.7971532037698
226,1577218973.999,-27.707791583482344,-51.1085402314982,976.4063510585314
227,1577218974.999,-27.70758008866148,-51.10858145599615,974.686473029709
228,1577218975.999,-27.707371578910976,-51.10863636157195,973.4210400950876
229,1577218976.999,-27.707164013790496,-51.10869577408579,972.2537687559558
230,1577218977.999,-27.70695681816651,-51.10875495889409,972.2605065702444
231,1577218978.999,-27.70675110625953,-51.10882458998344,971.0740367685446
232,1577218979.999,-27.70654669954112,-51.10888792086342,970.2023803874406
233,1577218980.999,-27.706341588181367,-51.1089520017828,969.2519376189651
234,1577218981.999,-27.70613575885501,-51.10901404563867,968.3546747390136
235,1577218982.999,-27.70592810722497,-51.10907637011629,967.5339298109294
236,1577218983.999,-27.70572028545625,-51.109142398251954,966.7402045611276
237,1577218984.999,-27.70551387169865,-51.10920778213818,965.9650419361096
238,1577218985.999,-27.70530778746676,-51.10927327117931,965.1367791138468
239,1577218986.999,-27.70510270131625,-51.10933184172124,964.2051582946348
240,1577218987.999,-27.70489639869644,-51.10937726299949,963.1630544301328
241,1577218988.999,-27.70468898176785,-51.1094014319869,961.8783308770928
242,1577218989.999,-27.704479902648988,-51.10940239741794,960.5242455039544
243,1577218990.999,-27.70426318314172,-51.109394343216174,960.2596728353476
244,1577218991.999,-27.7040487872571,-51.10935354792514,958.895340211383
245,1577218992.999,-27.70383589316286,-51.10930629421878,957.5168197362052
246,1577218993.999,-27.70362393714765,-51.10926445693104,956.5298951549164
247,1577218994.999,-27.703407398895106,-51.10924387050103,955.6039946076414
248,1577218995.999,-27.70318679761316,-51.10924538827052,954.9897384026312
249,1577218996.999,-27.7029623834324,-51.109264712349066,954.3317139075356
250,1577218997.999,-27.702739175527565,-51.10930189194247,953.9677797242445
251,1577218998.999,-27.70251954368504,-51.10936139580503,953.7272973101984
252,1577218999.999,-27.702304454835648,-51.10944463662889,953.7434300262491
253,1577219000.999,-27.70209966410149,-51.109546135096906,954.0413199954214
254,1577219001.999,-27.70190489115428,-51.10966420449051,954.3443825541316
255,1577219002.999,-27.701713853220987,-51.109788893105,955.028181126779
256,1577219003.999,-27.70153331196306,-51.10994098834783,955.896429509927
257,1577219004.999,-27.70136781626714,-51.110104507133606,956.1047426374912
258,1577219005.999,-27.70120379611636,-51.11029110746493,957.0044655070348
259,1577219006.999,-27.7010406421918,-51.11047582206709,957.394660791801
260,1577219007.999,-27.700867966491227,-51.110643344149146,958.5612824671556
261,1577219008.999,-27.70068779715513,-51.11079373164933,959.5241044679144
262,1577219009.999,-27.70049368394716,-51.11093032069285,960.5791960212076
263,1577219010.999,-27.700289408073324,-51.11104556912503,961.6287531992338
264,1577219011.999,-27.70007805315765,-51.11114530219799,962.6145452786992
265,1577219012.999,-27.699859909786312,-51.111230023136784,963.7002064179412
266,1577219013.999,-27.69963837308675,-51.11129195046786,964.393981056407
267,1577219014.999,-27.699416328859044,-51.11133593258994,964.980977422715
268,1577219015.999,-27.69919309857036,-51.11136159029365,965.3818718288672
269,1577219016.999,-27.69896786115263,-51.11136700846795,965.6028396967796
270,1577219017.999,-27.698742291106896,-51.11135224168939,965.8383409476704
271,1577219018.999,-27.698518289617063,-51.11131756363607,965.8303768270026
272,1577219019.999,-27.69829592809505,-51.11127300319421,965.7764559668634
273,1577219020.999,-27.69807527439549,-51.11121942470903,965.38123282395
274,1577219021.999,-27.69785403741255,-51.11116695533898,965.0304322116292
275,1577219022.999,-27.697630541314,-51.1111094786114,964.727098903324
276,1577219023.999,-27.697406475490844,-51.11105312564004,963.9373299552716
277,1577219024.999,-27.69718157826868,-51.11100316804431,963.1824982227544
278,1577219025.999,-27.69695660660224,-51.11096581487512,962.5433144803122
279,1577219026.999,-27.69672872285922,-51.1109453223952,961.8055460079132
280,1577219027.999,-27.69649846958751,-51.110939904677686,961.0933444433877
281,1577219028.999,-27.696268474372378,-51.1109511929987,960.298366327144
282,1577219029.999,-27.69603942698736,-51.11098155939911,959.7386445045548
283,1577219030.999,-27.69581178648448,-51.11103316672865,959.0902097301362
284,1577219031.999,-27.695584216698222,-51.1110984798368,958.383729012246
285,1577219032.999,-27.695355363179623,-51.11116948429719,958.0071677997388
286,1577219033.999,-27.6951252745428,-51.111244771570455,957.7355075133248
287,1577219034.999,-27.694894023727,-51.111320310973376,957.7378396753536
288,1577219035.999,-27.69465739100737,-51.1113996368739,958.3533293633571
289,1577219036.999,-27.694425642236617,-51.11147172878467,958.4484803576956
290,1577219037.999,-27.69418905390272,-51.11154622167607,959.6415989368876
291,1577219038.999,-27.69395599872122,-51.11162098862248,960.6563027097504
292,1577219039.999,-27.69372819699542,-51.11169524872936,961.6279091438456
293,1577219040.999,-27.69350447219864,-51.11176874535563,962.2057864432336
294,1577219041.999,-27.69328137211752,-51.1118395549301,962.6064096806472
295,1577219042.999,-27.693057781270472,-51.111914346738295,962.9396202175528
296,1577219043.999,-27.692835271849468,-51.11198691588547,962.8799386450472
297,1577219044.999,-27.692610510631354,-51.11205978981205,962.5499704583048
298,1577219045.999,-27.692384820614965,-51.11213586494881,962.1793771005404
299,1577219046.999,-27.692159769672084,-51.1122117346936,961.6544803359342
300,1577219047.999,-27.69193876427701,-51.112288041600976,961.1023838176486
301,1577219048.999,-27.691724151668545,-51.112374591764365,960.6064018110708
302,1577219049.999,-27.69151774889549,-51.1124784503464,960.2979251963276
303,1577219050.999,-27.691321595827347,-51.112603575458266,960.072925129312
304,1577219051.999,-27.691136251153026,-51.112751456208805,959.739735066861
305,1577219052.999,-27.69096249574402,-51.11292200898952,959.4027186342096
306,1577219053.999,-27.69080129145872,-51.11311052215348,959.1608731121304
307,1577219054.999,-27.69065075439626,-51.11331371434273,958.9376751973296
308,1577219055.999,-27.690507466408928,-51.11352851579963,958.5110922138552
309,1577219056.999,-27.690365776241208,-51.11374786377304,958.2505225364896
310,1577219057.999,-27.69022483921937,-51.113966305707386,958.147331530374
311,1577219058.999,-27.69008537574981,-51.114179007667865,957.8916410718527
312,1577219059.999,-27.68994880256573,-51.11438707173967,957.658463310143
313,1577219060.999,-27.68981708096652,-51.11458632503268,957.4254856579262
314,1577219061.999,-27.68968641676917,-51.11477387851358,957.1757577523764
315,1577219062.999,-27.689558056330828,-51.11495553419071,956.943149683368
316,1577219063.999,-27.68944035669953,-51.11514076569622,956.7507463032832
317,1577219064.999,-27.689324225760537,-51.11532254197263,956.402538554073
318,1577219065.999,-27.689212331072927,-51.11550299660285,956.0548231631464
319,1577219066.999,-27.689112467340056,-51.11568773506543,955.4894791756006
320,1577219067.999,-27.689027795719912,-51.11587837021105,954.9601995886002
321,1577219068.999,-27.68895915113375,-51.11607414138448,954.281124505868
322,1577219069.999,-27.68890805044024,-51.11627045567081,953.7058314833556
323,1577219070.999,-27.6888650552256,-51.11646822972065,953.0398316617278
324,1577219071.999,-27.688847802691363,-51.11667040000882,952.3498478909404
325,1577219072.999,-27.68884134672077,-51.11686966792308,951.5943170773696
326,1577219073.999,-27.6888402149446,-51.11706547752477,950.9840315690828
327,1577219074.999,-27.68884023853935,-51.11726084135509,950.1512340508764
328,1577219075.999,-27.68884081591189,-51.11745156179151,949.3847813710368
329,1577219076.999,-27.6888397578892,-51.117646577049925,948.6836216548852
330,1577219077.999,-27.688838208690203,-51.11783931129552,948.0700731533344
331,1577219078.999,-27.688837533502014,-51.118031384581016,947.3339512024872
332,1577219079.999,-27.688837450502977,-51.11822132133528,946.5973519857256
333,1577219080.999,-27.688836803706334,-51.118405651675694,946.0693043779636
334,1577219081.999,-27.688834404149137,-51.11858295603823,945.3983705666814
335,1577219082.999,-27.68883285184653,-51.11875931957012,944.78189653299
336,1577219083.999,-27.68883018711893,-51.118931662842826,944.1066945034698
337,1577219084.999,-27.68882572404819,-51.11909625413621,943.5062334570016
338,1577219085.999,-27.68882035951124,-51.11925174650668,943.1958869999776
339,1577219086.999,-27.6888110166844,-51.119400595274165,942.4957312418752
340,1577219087.999,-27.688799801751248,-51.11954416394369,941.7782706980196
341,1577219088.999,-27.68878511742634,-51.11967408982691,941.1987602595476
342,1577219089.999,-27.6887682867206,-51.11978657043437,940.787348278534
343,1577219090.999,-27.68875130077483,-51.11988028765566,940.37575166107
344,1577219091.999,-27.68873431012836,-51.11995879525054,940.0083198309056
345,1577219092.999,-27.68871958624825,-51.12001996569146,939.7171052539536
346,1577219093.999,-27.68870698320133,-51.1200661584958,939.5052489963688
347,1577219094.999,-27.688693443727622,-51.120111605298455,939.2428948481632
348,1577219095.999,-27.68867968825201,-51.120162844294526,939.103651282144
349,1577219096.999,-27.688659057502807,-51.12022428779641,938.7555316114372
350,1577219097.999,-27.68863494849286,-51.12029929670089,938.3218299022582
351,1577219098.999,-27.688624300771384,-51.12036475848803,938.0400312259808
352,1577219099.999,-27.688631961524564,-51.1204204226037,938.0658825038151
353,1577219100.999,-27.688655716799087,-51.12046676263669,937.7325314299344
354,1577219101.999,-27.68868321969765,-51.1205107164186,937.3142026117685
355,1577219102.999,-27.68871029979649,-51.12055182326485,936.6254921595636
356,1577219103.999,-27.688734940003165,-51.12060092364346,935.6708471830192
357,1577219104.999,-27.68875305804532,-51.12066259637954,934.5940332681917
358,1577219105.999,-27.68876554504331,-51.120728383624616,933.82109110467
359,1577219106.999,-27.68877420720128,-51.12079906134287,933.1770938745728
360,1577219107.999,-27.688783405297432,-51.12086700756278,932.6516334584276
361,1577219108.999,-27.68879254029397,-51.12093577152436,932.0814164531992
362,1577219109.999,-27.688801149449347,-51.121005186871024,931.3846613862148
363,1577219110.999,-27.68880876688322,-51.12107421314347,930.6632839582716
364,1577219111.999,-27.688816731887243,-51.121143653294105,930.0049077046966
365,1577219112.999,-27.688826015490704,-51.12121154968638,929.3557986639088
366,1577219113.999,-27.688836955804163,-51.12127867880399,928.9357412445792
367,1577219114.999,-27.68884917633545,-51.12134274964081,928.3781163225636
368,1577219115.999,-27.688862040056662,-51.12140733306246,927.5530336008584
369,1577219116.999,-27.688874314056164,-51.121474718789614,926.6704834368828
370,1577219117.999,-27.68888663958508,-51.12154545304411,925.703923445207
371,1577219118.999,-27.688901185937898,-51.12162030249308,924.4025529023884
372,1577219119.999,-27.68891806329156,-51.1217010889677,923.002107992816
373,1577219120.999,-27.68893560898368,-51.12178239773831,921.7877724385856
374,1577219121.999,-27.68895363580636,-51.12186580118925,920.5225745605992
375,1577219122.999,-27.68897092642345,-51.12195466985669,919.1345565648718
376,1577219123.999,-27.68898768521586,-51.12204761869278,917.677733663905
377,1577219124.999,-27.68900439444465,-51.12214181873162,916.5127034411374
378,1577219125.999,-27.689021820410925,-51.12223690745913,915.9292348650558
379,1577219126.999,-27.68903138267797,-51.12232799751824,914.918469845463
380,1577219127.999,-27.68903599320117,-51.12242520566559,914.0508921201096
381,1577219128.999,-27.6890450749767,-51.12252027346312,913.3737051500748
382,1577219129.999,-27.689055170773173,-51.12261259814788,912.4302085528368
383,1577219130.999,-27.689068122528447,-51.12269969971527,911.910385196067
384,1577219131.999,-27.68908247817052,-51.12278725110322,911.6027825275422
385,1577219132.999,-27.689098347091,-51.12286862634347,911.1588362740044
386,1577219133.999,-27.689116656989444,-51.12295433046913,910.5203448420966
387,1577219134.999,-27.689136990491377,-51.12304114271255,909.7857074399298
388,1577219135.999,-27.689155136014488,-51.12312848829157,908.9423388315416
389,1577219136.999,-27.689173302107086,-51.12321814159381,907.5185784238035
390,1577219137.999,-27.6891897416523,-51.1233090409457,906.4479273605508
391,1577219138.999,-27.6892034482352,-51.12340537903302,905.3130881754468
392,1577219139.999,-27.68921765230278,-51.12350189684004,904.3111600352617
393,1577219140.999,-27.689232137000072,-51.12359655780237,903.787155643962
394,1577219141.999,-27.68924609035628,-51.12368947684631,903.2639765052738
395,1577219142.999,-27.6892597939254,-51.12377792584021,902.7439174751868
396,1577219143.999,-27.6892740351444,-51.12386259827633,902.2913958867824
397,1577219144.999,-27.68928792272317,-51.12394401583126,901.5670828266404
398,1577219145.999,-27.689301666984743,-51.12402532562223,900.5385528187905
399,1577219146.999,-27.68931561755246,-51.12410823669519,899.6385816659688
400,1577219147.999,-27.689328752150168,-51.12419127958628,898.9346049089023
